Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
,1/8 MEG 15035 WASHJET SPRAY NOZZLE,1/8 MEG 15035 WASHJET SPRAY NOZZLE,Regular,,1045,1/8 MEG 15035 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.34,Barrens,1045,,,,,,,,,,,,
,"RLW40 DUMP GUN 16"" SS WAND 1/8FPT OUTLET","RLW40 DUMP GUN 16"" SS WAND 1/8FPT OUTLET",Regular,,1046,"RLW40 DUMP GUN 16"" SS WAND 1/8FPT OUTLET",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,107.59,Barrens,1046,,,,,,,,,,,,
,QC-MEG 2508 SPRAY NOZZLE GREEN HEAD,QC-MEG 2508 SPRAY NOZZLE GREEN HEAD,Regular,,1048,QC-MEG 2508 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1048,,,,,,,,,,,,
,QC-MEG 2507 SPRAY NOZZLE GREEN HEAD,QC-MEG 2507 SPRAY NOZZLE GREEN HEAD,Regular,,1049,QC-MEG 2507 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1049,,,,,,,,,,,,
,QC-MEG 25065 SPRAY NOZZLE GREEN HEAD,QC-MEG 25065 SPRAY NOZZLE GREEN HEAD,Regular,,1053,QC-MEG 25065 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1053,,,,,,,,,,,,
,QC-MEG 2506 SPRAY NOZZLE GREEN HEAD,QC-MEG 2506 SPRAY NOZZLE GREEN HEAD,Regular,,1054,QC-MEG 2506 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1054,,,,,,,,,,,,
,QC-MEG 25055 SPRAY NOZZLE GREEN HEAD,QC-MEG 25055 SPRAY NOZZLE GREEN HEAD,Regular,,1055,QC-MEG 25055 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1055,,,,,,,,,,,,
,QC-MEG 2505 SPRAY NOZZLE GREEN HEAD,QC-MEG 2505 SPRAY NOZZLE GREEN HEAD,Regular,,1057,QC-MEG 2505 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1057,,,,,,,,,,,,
,QC-MEG 25045 SPRAY NOZZLE GREEN HEAD,QC-MEG 25045 SPRAY NOZZLE GREEN HEAD,Regular,,1058,QC-MEG 25045 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1058,,,,,,,,,,,,
,5' POLYBRAID HOSE W/DETERGENT FILTER,5' POLYBRAID HOSE W/DETERGENT FILTER,Regular,,1059,5' POLYBRAID HOSE W/DETERGENT FILTER,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.66,Barrens,1059,,,,,,,,,,,,
,QC-MEG 2504 SPRAY NOZZLE GREEN HEAD,QC-MEG 2504 SPRAY NOZZLE GREEN HEAD,Regular,,1060,QC-MEG 2504 SPRAY NOZZLE GREEN HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1060,,,,,,,,,,,,
,QC-MEG 1508 SPRAY NOZZLE YELLOW HEAD,QC-MEG 1508 SPRAY NOZZLE YELLOW HEAD,Regular,,1061,QC-MEG 1508 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1061,,,,,,,,,,,,
,QC-MEG 1507 SPRAY NOZZLE YELLOW HEAD,QC-MEG 1507 SPRAY NOZZLE YELLOW HEAD,Regular,,1062,QC-MEG 1507 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1062,,,,,,,,,,,,
,QC-MEG 15065 SPRAY NOZZLE YELLOW HEAD,QC-MEG 15065 SPRAY NOZZLE YELLOW HEAD,Regular,,1063,QC-MEG 15065 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1063,,,,,,,,,,,,
,QC-MEG 1506 SPRAY NOZZLE YELLOW HEAD,QC-MEG 1506 SPRAY NOZZLE YELLOW HEAD,Regular,,1065,QC-MEG 1506 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1065,,,,,,,,,,,,
,QC-MEG 15055 SPRAY NOZZLE YELLOW HEAD,QC-MEG 15055 SPRAY NOZZLE YELLOW HEAD,Regular,,1071,QC-MEG 15055 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1071,,,,,,,,,,,,
,QC-MEG 1505 SPRAY NOZZLE YELLOW HEAD,QC-MEG 1505 SPRAY NOZZLE YELLOW HEAD,Regular,,1072,QC-MEG 1505 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1072,,,,,,,,,,,,
,QC-MEG 15045 SPRAY NOZZLE YELLOW HEAD,QC-MEG 15045 SPRAY NOZZLE YELLOW HEAD,Regular,,1074,QC-MEG 15045 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1074,,,,,,,,,,,,
,QC-MEG 1504 SPRAY NOZZLE YELLOW HEAD,QC-MEG 1504 SPRAY NOZZLE YELLOW HEAD,Regular,,1076,QC-MEG 1504 SPRAY NOZZLE YELLOW HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1076,,,,,,,,,,,,
,QC-MEG 0008 SPRAY NOZZLE RED HEAD,QC-MEG 0008 SPRAY NOZZLE RED HEAD,Regular,,1077,QC-MEG 0008 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1077,,,,,,,,,,,,
,QC-MEG 0007 SPRAY NOZZLE RED HEAD,QC-MEG 0007 SPRAY NOZZLE RED HEAD,Regular,,1078,QC-MEG 0007 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1078,,,,,,,,,,,,
,QC-MEG 00065 SPRAY NOZZLE RED HEAD,QC-MEG 00065 SPRAY NOZZLE RED HEAD,Regular,,1079,QC-MEG 00065 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1079,,,,,,,,,,,,
,QC-MEG 0006 SPRAY NOZZLE RED HEAD,QC-MEG 0006 SPRAY NOZZLE RED HEAD,Regular,,1080,QC-MEG 0006 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1080,,,,,,,,,,,,
,QC-MEG 00055 SPRAY NOZZLE RED HEAD,QC-MEG 00055 SPRAY NOZZLE RED HEAD,Regular,,1081,QC-MEG 00055 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1081,,,,,,,,,,,,
,QC-MEG 0005 SPRAY NOZZLE RED HEAD,QC-MEG 0005 SPRAY NOZZLE RED HEAD,Regular,,1082,QC-MEG 0005 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1082,,,,,,,,,,,,
,QC-MEG 00045 SPRAY NOZZLE RED HEAD,QC-MEG 00045 SPRAY NOZZLE RED HEAD,Regular,,1084,QC-MEG 00045 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1084,,,,,,,,,,,,
,QC-MEG 0004 SPRAY NOZZLE RED HEAD,QC-MEG 0004 SPRAY NOZZLE RED HEAD,Regular,,1085,QC-MEG 0004 SPRAY NOZZLE RED HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1085,,,,,,,,,,,,
,1/4 MEG 4020 WASHJET SPRAY NOZZLE,1/4 MEG 4020 WASHJET SPRAY NOZZLE,Regular,,1086,1/4 MEG 4020 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1086,,,,,,,,,,,,
,1/4 MEG 4015 WASHJET SPRAY NOZZLE,1/4 MEG 4015 WASHJET SPRAY NOZZLE,Regular,,1087,1/4 MEG 4015 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1087,,,,,,,,,,,,
,1/4 MEG 4013 WASHJET SPRAY NOZZLE,1/4 MEG 4013 WASHJET SPRAY NOZZLE,Regular,,1088,1/4 MEG 4013 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1088,,,,,,,,,,,,
,1/4 MEG 4012 WASHJET SPRAY NOZZLE,1/4 MEG 4012 WASHJET SPRAY NOZZLE,Regular,,1089,1/4 MEG 4012 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1089,,,,,,,,,,,,
,1/4 MEG 4011 WASHJET SPRAY NOZZLE,1/4 MEG 4011 WASHJET SPRAY NOZZLE,Regular,,1090,1/4 MEG 4011 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1090,,,,,,,,,,,,
,1/4 MEG 4010 WASHJET SPRAY NOZZLE,1/4 MEG 4010 WASHJET SPRAY NOZZLE,Regular,,1092,1/4 MEG 4010 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1092,,,,,,,,,,,,
,1/4 MEG 4009 WASHJET SPRAY NOZZLE,1/4 MEG 4009 WASHJET SPRAY NOZZLE,Regular,,1093,1/4 MEG 4009 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1093,,,,,,,,,,,,
,1/4 MEG 4008 WASHJET SPRAY NOZZLE,1/4 MEG 4008 WASHJET SPRAY NOZZLE,Regular,,1095,1/4 MEG 4008 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1095,,,,,,,,,,,,
,1/4 MEG 4007 WASHJET SPRAY NOZZLE,1/4 MEG 4007 WASHJET SPRAY NOZZLE,Regular,,1096,1/4 MEG 4007 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1096,,,,,,,,,,,,
,1/4 MEG 40065 WASHJET SPRAY NOZZLE,1/4 MEG 40065 WASHJET SPRAY NOZZLE,Regular,,1098,1/4 MEG 40065 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1098,,,,,,,,,,,,
,1/4 MEG 4006 WASHJET SPRAY NOZZLE,1/4 MEG 4006 WASHJET SPRAY NOZZLE,Regular,,1099,1/4 MEG 4006 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1099,,,,,,,,,,,,
,1/4 MEG 40055 WASHJET SPRAY NOZZLE,1/4 MEG 40055 WASHJET SPRAY NOZZLE,Regular,,1100,1/4 MEG 40055 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1100,,,,,,,,,,,,
,1/4 MEG 4005 WASHJET SPRAY NOZZLE,1/4 MEG 4005 WASHJET SPRAY NOZZLE,Regular,,1102,1/4 MEG 4005 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1102,,,,,,,,,,,,
,1/4 MEG 40045 WASHJET SPRAY NOZZLE,1/4 MEG 40045 WASHJET SPRAY NOZZLE,Regular,,1103,1/4 MEG 40045 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1103,,,,,,,,,,,,
,1/4 MEG 4004 WASHJET SPRAY NOZZLE,1/4 MEG 4004 WASHJET SPRAY NOZZLE,Regular,,1104,1/4 MEG 4004 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1104,,,,,,,,,,,,
,1/4 MEG 2520 WASHJET SPRAY NOZZLE,1/4 MEG 2520 WASHJET SPRAY NOZZLE,Regular,,1106,1/4 MEG 2520 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1106,,,,,,,,,,,,
,1/4 MEG 2515 WASHJET SPRAY NOZZLE,1/4 MEG 2515 WASHJET SPRAY NOZZLE,Regular,,1107,1/4 MEG 2515 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1107,,,,,,,,,,,,
,1/4 MEG 2512 WASHJET SPRAY NOZZLE,1/4 MEG 2512 WASHJET SPRAY NOZZLE,Regular,,1108,1/4 MEG 2512 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1108,,,,,,,,,,,,
,1/4 MEG 2511 WASHJET SPRAY NOZZLE,1/4 MEG 2511 WASHJET SPRAY NOZZLE,Regular,,1109,1/4 MEG 2511 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1109,,,,,,,,,,,,
,QC-MEG 40065 SPRAY NOZZLE WHITE HEAD,QC-MEG 40065 SPRAY NOZZLE WHITE HEAD,Regular,,1110,QC-MEG 40065 SPRAY NOZZLE WHITE HEAD,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.48,Barrens,1110,,,,,,,,,,,,
,1/4 MEG 2510 WASHJET SPRAY NOZZLE,1/4 MEG 2510 WASHJET SPRAY NOZZLE,Regular,,1111,1/4 MEG 2510 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1111,,,,,,,,,,,,
,1/4 MEG 2509 WASHJET SPRAY NOZZLE,1/4 MEG 2509 WASHJET SPRAY NOZZLE,Regular,,1112,1/4 MEG 2509 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.19,Barrens,1112,,,,,,,,,,,,
,"3000 PSI 1/2""x50' BLACK NEPTUNE HOSE","3000 PSI 1/2""x50' BLACK NEPTUNE HOSE",Regular,,1113,"3000 PSI 1/2""x50' BLACK NEPTUNE HOSE",Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,155.17,Barrens,1113,,,,,,,,,,,,
,1/4 MEG 2508 WASHJET SPRAY NOZZLE,1/4 MEG 2508 WASHJET SPRAY NOZZLE,Regular,,1114,1/4 MEG 2508 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1114,,,,,,,,,,,,
,1/4 MEG 2507 WASHJET SPRAY NOZZLE,1/4 MEG 2507 WASHJET SPRAY NOZZLE,Regular,,1115,1/4 MEG 2507 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1115,,,,,,,,,,,,
,1/4 MEG 25065 WASHJET SPRAY NOZZLE,1/4 MEG 25065 WASHJET SPRAY NOZZLE,Regular,,1117,1/4 MEG 25065 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1117,,,,,,,,,,,,
,1/4 MEG 2506 WASHJET SPRAY NOZZLE,1/4 MEG 2506 WASHJET SPRAY NOZZLE,Regular,,1118,1/4 MEG 2506 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1118,,,,,,,,,,,,
,1/4 MEG 25055 WASHJET SPRAY NOZZLE,1/4 MEG 25055 WASHJET SPRAY NOZZLE,Regular,,1119,1/4 MEG 25055 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1119,,,,,,,,,,,,
,1/4 MEG 2505 WASHJET SPRAY NOZZLE,1/4 MEG 2505 WASHJET SPRAY NOZZLE,Regular,,1121,1/4 MEG 2505 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1121,,,,,,,,,,,,
,1/4 MEG 25045 WASHJET SPRAY NOZZLE,1/4 MEG 25045 WASHJET SPRAY NOZZLE,Regular,,1122,1/4 MEG 25045 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1122,,,,,,,,,,,,
,1/8 MEG 2505 WASHJET SPRAY NOZZLE,1/8 MEG 2505 WASHJET SPRAY NOZZLE,Regular,,1123,1/8 MEG 2505 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1123,,,,,,,,,,,,
,1/4 MEG 2504 WASHJET SPRAY NOZZLE,1/4 MEG 2504 WASHJET SPRAY NOZZLE,Regular,,1124,1/4 MEG 2504 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1124,,,,,,,,,,,,
,1/4 MEG 25035 WASHJET SPRAY NOZZLE,1/4 MEG 25035 WASHJET SPRAY NOZZLE,Regular,,1125,1/4 MEG 25035 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1125,,,,,,,,,,,,
,BRASS 1/4 VEEJET 6530 SOAPER NOZZLE,BRASS 1/4 VEEJET 6530 SOAPER NOZZLE,Regular,,1127,BRASS 1/4 VEEJET 6530 SOAPER NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.02,Barrens,1127,,,,,,,,,,,,
,1/4 MEG 1520 WASHJET SPRAY NOZZLE,1/4 MEG 1520 WASHJET SPRAY NOZZLE,Regular,,1128,1/4 MEG 1520 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1128,,,,,,,,,,,,
,1/4 MEG 1515 WASHJET SPRAY NOZZLE,1/4 MEG 1515 WASHJET SPRAY NOZZLE,Regular,,1129,1/4 MEG 1515 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1129,,,,,,,,,,,,
,1/4 MEG 1513 WASHJET SPRAY NOZZLE,1/4 MEG 1513 WASHJET SPRAY NOZZLE,Regular,,1131,1/4 MEG 1513 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1131,,,,,,,,,,,,
,1/4 MEG 1512 WASHJET SPRAY NOZZLE,1/4 MEG 1512 WASHJET SPRAY NOZZLE,Regular,,1132,1/4 MEG 1512 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1132,,,,,,,,,,,,
,1/4 MEG 1511 WASHJET SPRAY NOZZLE,1/4 MEG 1511 WASHJET SPRAY NOZZLE,Regular,,1135,1/4 MEG 1511 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1135,,,,,,,,,,,,
,1/4 MEG 1510 WASHJET SPRAY NOZZLE,1/4 MEG 1510 WASHJET SPRAY NOZZLE,Regular,,1136,1/4 MEG 1510 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1136,,,,,,,,,,,,
,1/4 MEG 1509 WASHJET SPRAY NOZZLE,1/4 MEG 1509 WASHJET SPRAY NOZZLE,Regular,,1137,1/4 MEG 1509 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1137,,,,,,,,,,,,
,1/4 MEG 1508 WASHJET SPRAY NOZZLE,1/4 MEG 1508 WASHJET SPRAY NOZZLE,Regular,,1138,1/4 MEG 1508 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1138,,,,,,,,,,,,
,1/4 MEG 1507 WASHJET SPRAY NOZZLE,1/4 MEG 1507 WASHJET SPRAY NOZZLE,Regular,,1139,1/4 MEG 1507 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1139,,,,,,,,,,,,
,1/4 MEG 15065 WASHJET SPRAY NOZZLE,1/4 MEG 15065 WASHJET SPRAY NOZZLE,Regular,,1140,1/4 MEG 15065 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1140,,,,,,,,,,,,
,1/4 MEG 1506 WASHJET SPRAY NOZZLE,1/4 MEG 1506 WASHJET SPRAY NOZZLE,Regular,,1141,1/4 MEG 1506 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1141,,,,,,,,,,,,
,1/4 MEG 15055 WASHJET SPRAY NOZZLE,1/4 MEG 15055 WASHJET SPRAY NOZZLE,Regular,,1142,1/4 MEG 15055 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1142,,,,,,,,,,,,
,1/4 MEG 1505 WASHJET SPRAY NOZZLE,1/4 MEG 1505 WASHJET SPRAY NOZZLE,Regular,,1143,1/4 MEG 1505 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1143,,,,,,,,,,,,
,1/4 MEG 15045 WASHJET SPRAY NOZZLE,1/4 MEG 15045 WASHJET SPRAY NOZZLE,Regular,,1145,1/4 MEG 15045 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1145,,,,,,,,,,,,
,1/4 MEG 1504 WASHJET SPRAY NOZZLE,1/4 MEG 1504 WASHJET SPRAY NOZZLE,Regular,,1146,1/4 MEG 1504 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1146,,,,,,,,,,,,
,1/4 MEG 15035 WASHJET SPRAY NOZZLE,1/4 MEG 15035 WASHJET SPRAY NOZZLE,Regular,,1148,1/4 MEG 15035 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1148,,,,,,,,,,,,
,BRASS 1/4 VEEJET 4030 SOAPER NOZZLE,BRASS 1/4 VEEJET 4030 SOAPER NOZZLE,Regular,,1149,BRASS 1/4 VEEJET 4030 SOAPER NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,3.02,Barrens,1149,,,,,,,,,,,,
,1/4 MEG 1503 WASHJET SPRAY NOZZLE,1/4 MEG 1503 WASHJET SPRAY NOZZLE,Regular,,1150,1/4 MEG 1503 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1150,,,,,,,,,,,,
,1/4 MEG 1502 WASHJET SPRAY NOZZLE,1/4 MEG 1502 WASHJET SPRAY NOZZLE,Regular,,1151,1/4 MEG 1502 WASHJET SPRAY NOZZLE,Barrens,Barrens,,,,,Hidden,Physical,,,,N,N,N,N,,,N,N,N,Y,N,,,5.39,Barrens,1151,,,,,,,,,,,,
