Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
J2J5EXRW6NW4ZXW6QMVPT3U2,*CRATED* Spot Free RO/DI 50 Gallon Dual User 150,,,,T-50-PRO-DU-150,"<p>Looking for the ultimate pure water system for your water-fed poles? </p>
<p>Want to be able to bring your own spot free water to a job site?</p>
<p>Want to be able to produce spot free water onsite in the event you need more water than 50 gallons?</p>
<p>These 50 gallon tank systems are the perfect solution for any looking to have an all in one system.</p>
<p>Designed utilizing the highest quality components available today.  </p>
<p> </p>
<p>Each system includes:</p>
<p>50 Gallon Tank</p>
<p>Powder Coated lightweight aluminum frame</p>
<p>(2) Digital Flow Controller (1) for each operator</p>
<p>(2) Hoses of your choice (1) for each operator (with 150&#39; of 3/8&#34; ID hose)</p>
<p>(2) Premium Tucker® hose reels (1) for each operator</p>
<p>(2) RHG USA Made 12v Pumps (1) for each operator</p>
<p>Sediment / Carbon Pre-filtration</p>
<p>40&#34; Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump</p>
<p>Deionization final stage</p>
<p>Small Compact Design</p>
<p> </p>
<p>Replacement Filter Info-</p>
<p><a href=""https://tuckerusa.com/2-5-x-10-sediment-filter/"" target=""_blank"" rel=""noreferrer noopener nofollow"">Sediment Pre-Filter</a></p>
<p><a href=""https://tuckerusa.com/2-5-x-10-chloramine-killer/"" target=""_blank"" rel=""noreferrer noopener nofollow"">Carbon Pre-Filter</a></p>
<p><a href=""https://tuckerusa.com/4-x-40-reverse-osmosis-membrane/"" target=""_blank"" rel=""noreferrer noopener nofollow"">RO Membrane</a></p>
<p><a href=""https://tuckerusa.com/4-5-x-10-di-filter/"" target=""_blank"" rel=""noreferrer noopener nofollow"">DI Post-Filter</a></p>
<p><a href=""https://tuckerusa.com/search.php?search_query=20007&amp;section=product"" target=""_blank"" rel=""noreferrer noopener nofollow"">Bulk DI resin for refilling DI filter</a></p>
<p> </p>
<p>All RHG and Tucker® brand purification systems come with a 5 year warranty and are assembled in the US. </p>",Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,8341.81,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
EMX3BLVNGRGJ24JVNMETGRAO,*CRATED* Spot Free RO/DI 50 Gallon Single User 150,,,,T-50-PRO-SU-150,"<p>Single water-fed pole user and not interested in a mobile spot free water system?  </p>
<p>Want to be able to bring your own spot free water to a job site?</p>
<p>Want to be able to produce spot free water onsite in the event you need more water than 50 gallons?</p>
<p>These 50 gallon tank systems are the perfect solution for any looking to have an all in one system.</p>
<p>Designed utilizing the highest quality components available today.  </p>
<p> </p>
<p>Each system includes:</p>
<p>50 Gallon Tank</p>
<p>Powder Coated lightweight aluminum frame</p>
<p>Digital Flow Controller</p>
<p>150&#39; of 3/8&#34; ID hose </p>
<p>Premium Tucker® hose reel</p>
<p>RHG USA Made 12v Pumps</p>
<p>Sediment / Carbon Pre-filtration</p>
<p>40&#34; Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump</p>
<p>Deionization final stage</p>
<p>Small Compact Design</p>
<p>Replacement Filter Info-</p>
<p><a href=""https://tuckerusa.com/2-5-x-10-sediment-filter/"" target=""_blank"" rel=""noreferrer noopener nofollow"">Sediment Pre-Filter</a></p>
<p><a href=""https://tuckerusa.com/2-5-x-10-chloramine-killer/"" target=""_blank"" rel=""noreferrer noopener nofollow"">Carbon Pre-Filter</a></p>
<p><a href=""https://tuckerusa.com/4-x-40-reverse-osmosis-membrane/"" target=""_blank"" rel=""noreferrer noopener nofollow"">RO Membrane</a></p>
<p><a href=""https://tuckerusa.com/4-5-x-10-di-filter/"" target=""_blank"" rel=""noreferrer noopener nofollow"">DI Post-Filter</a></p>
<p><a href=""https://tuckerusa.com/search.php?search_query=20007&amp;section=product"" target=""_blank"" rel=""noreferrer noopener nofollow"">Bulk DI resin for refilling DI filter</a></p>
<p> </p>
<p>All RHG and Tucker® brand purification systems come with a 5 year warranty and are assembled in the US. </p>",Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,6951.78,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
W43LVB6EVOVUABBFCXOQ2CWT,0-160 psi Pressure Gauge ..Liquid Filled,,,,12003-a,"Replacement Pressure Gauge
This guage is liquid filled and reads from 0-160 PSI.
This is utilized on the following products.
-110v Booster Pump System
-110v H2Pro RO/DI System
-Tucker® RO/DI Mobile System
-Tucker® RO/DI Fill N Go Tank Systems",Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,40.91,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
SYTHRYJFDG5WNRB56US4SIM5,0-160 psi Pressure Gauge Liquid Filled,Pressure Gauge,Regular,,12003-A,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,40.99,,Y,,,,N,,,28.70,Tucker,12003-A,N,0,,N,0,,Y,0,,N,0,40.99
4WHAGQQRYJBLIFGBS6F6EM67,1 cubic foot of Tucker DI resin in Bucket,One Cubic Foot of Virgin DI Resin,Regular,,20007,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,55.001,,,,,,,265.99,,Y,,,,N,,,186.19,Tucker,20007,N,0,,N,0,,Y,0,,N,0,265.99
UV5J7KXLPPNI2KQKYALISFRH,1 cubic foot of Tucker DI resin in Bucket,One Cubic Foot of Virgin DI Resin,Regular,,20007,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,55.001,,,,,,,265.99,,Y,,,,N,,,186.19,Tucker,20007,N,0,,N,0,,Y,0,,N,0,265.99
5BA2DPFQRM44X77ZJSWQ62ED,1/2 Black Tubing (per 10 foot length),"Tucker® Black Tuff Tubing 1/2"" OD (10 foot each)",Regular,,60027-10,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,12.61,,Y,Y,,Y,,,,8.83,Tucker,60027-10,N,0,,N,0,,Y,0,,N,0,12.61
YNZRQWVS2CWTTMDLRW6LD5DW,1/2 Black Tubing (per 10 foot length),"Tucker® Black Tuff Tubing 1/2"" OD (10 foot each)",Regular,,60027-10,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,12.61,,Y,,,,,,,8.83,Tucker,60027-10,N,0,,N,0,,Y,0,,N,0,12.61
5HU5ABIHBVKNEF2JUOYBGU5H,1/2 Brass Nipple Close,1/2 Brass Nipple Close,,,63016,1/2 Brass Nipple Close | Official Tucker SKU: 63016 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,1/2 Brass Nipple Close | Catalog | AZ Cleaning Supplies,1/2 Brass Nipple Close. Category: Catalog. Vendor code: 63016. Available at AZ Cleaning Supplies.,1-2-brass-nipple-close,,Hidden,Physical good,,1/2 Brass Nipple Close | Catalog | AZ Cleaning Supplies,1/2 Brass Nipple Close. Category: Catalog. Vendor code: 63016. Available at AZ Cleaning Supplies.,N,N,N,N,6.74,,Y,,N,,,,,,Tucker,,Y,0,,,,,N,0,,,,
JVAZOWWLYGAUWX65YKTWRFCC,1/2 Brass Nipple Close,1/2 Brass Nipple Close,Regular,,63016,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,4.04,,Y,,,,,,,2.83,Tucker,63016,N,0,,N,0,,Y,0,,N,0,4.04
44KC23N6DJSUQWAHU3MMVGZL,1/2 Brass Plug,1/2 Brass Plug,Regular,,63017,"The 1/2 Brass Plug is designed to fit securely on stainless steel housing caps, ensuring a reliable seal and optimal performance in serviceable housing","Tucker, Tucker > Catalog",Tucker,1/2 Brass Plug | Catalog | AZ Cleaning Supplies,"The 1/2 Brass Plug is designed to fit securely on stainless steel housing caps, ensuring a reliable seal and optimal performance in serviceable housing...",1-2-brass-plug,,Hidden,Physical good,0.5,1/2 Brass Plug | Catalog | AZ Cleaning Supplies,"The 1/2 Brass Plug is designed to fit securely on stainless steel housing caps, ensuring a reliable seal and optimal performance in serviceable housing...",N,N,N,N,3.38,,Y,,N,,,,,2.37,Tucker,63017,N,0,,N,0,,Y,0,,N,0,3.38
JU6BTZQHZHJ32K2RRITH4J7C,1/2 Brass Plug,1/2 Brass Plug,Regular,,63017,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,3.38,,Y,Y,,Y,,,,2.37,Tucker,63017,N,0,,N,0,,Y,0,,N,0,3.38
RJWJVJQN6FSOVZUONK7M5Q6L,1/2 Brass Plug,1/2 Brass Plug,,,63017,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,6.13,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
7TJSGJY5TWI7E5CWC4CBCZZL,1/2 Brass Street Elbow,1/2 Brass Street Elbow,Regular,,63005,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,11.24,,Y,,,,N,,,7.87,Tucker,63005,N,0,,N,0,,Y,0,,N,0,11.24
VG3HLVR5QVAZNUZG2N5BBHP7,1/2 Brass Street Elbow,1/2 Brass Street Elbow,Regular,,63005,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,11.24,,Y,,,,N,,,7.87,Tucker,63005,N,0,,N,0,,Y,0,,N,0,11.24
CP7VYXMQ4YHT55S2HDJTTIIB,1/2 Brass Tee,1/2 Brass Tee,Regular,,63020,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,13.67,,Y,,,,N,,,9.57,Tucker,63020,N,0,,N,0,,Y,0,,N,0,13.67
PAIQ7QCTLCA7MYJ6YOKEGG6H,1/2 Brass Tee,1/2 Brass Tee,Regular,,63020,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,13.67,,Y,,,,N,,,9.57,Tucker,63020,N,0,,N,0,,Y,0,,N,0,13.67
AZEGSYQZNWQNPRBGJK2P7OOQ,1/2 cubic foot of Tucker DI resin in Bucket,One Half Cubic Foot of Virgin DI Resin,Regular,,20007.5,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,32.501,,,,,,,178.72,,Y,,,,N,,,125.10,Tucker,20007.5,N,0,,N,0,,Y,0,,N,0,178.72
IOBZK2PNVVJPXP4K5EQRDH5K,1/2 cubic foot of Tucker DI resin in Bucket,One Half Cubic Foot of Virgin DI Resin,Regular,,20007.5,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,32.501,,,,,,,178.72,,Y,,,,N,,,125.10,Tucker,20007.5,N,0,,N,0,,Y,0,,N,0,178.72
UABGPY2FSUHH3XATVLPRLYQB,1/2 Elbow Threaded BRASS (FNPT),1/2 Elbow Threaded BRASS (FNPT),Regular,,62027,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,6.83,,Y,,,,N,,,4.79,Tucker,62027,N,0,,N,0,,Y,0,,N,0,6.83
BFCKH5PRAC62RVXRHCGSZI7J,1/2 Elbow Threaded BRASS (FNPT)..,,,,62027,,Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,9.32,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
SYQ5TMN5ZXEOSPAGPFGS43HK,1/2 femail ptf to 1/2 male ptf elbow,12 volt RO Boost Pump Elbow,Regular,,12032-ELBOW,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,13.49,,Y,,,,N,,,9.45,Tucker,12032-ELBOW,N,0,,N,0,,Y,0,,N,0,13.49
XFGPPSJYJYYXHSHOKEROPPNB,1/2 femail ptf to 1/2 male ptf elbow,12 volt RO Boost Pump Elbow,Regular,,12032-ELBOW,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,13.49,,Y,,,,N,,,9.45,Tucker,12032-ELBOW,N,0,,N,0,,Y,0,,N,0,13.49
4WJJC2YJGRLD7YGB46J52VGS,1/2 female x 3/4 female GHT,"1/2"" FNPT x FGH Swivel Inlet",Regular,,63009,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,13.67,,Y,Y,,Y,,,,9.57,Tucker,63009,N,0,,N,0,,Y,0,,N,0,13.67
SU3APGQ32OZJMI7M5BFBE7G7,1/2 female x 3/4 female GHT,"1/2"" FNPT x FGH Swivel Inlet",Regular,,63009,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,13.67,,Y,,,,,,,9.57,Tucker,63009,N,0,,N,0,,Y,0,,N,0,13.67
IGZ2IFFXIYITNAO4QDQSNOMX,1/2 female x 3/4 male GHT,"Outlet 1/2"" FNPT x 3/4"" MGHT",Regular,,63010,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,7.55,,Y,,,,,,,5.29,Tucker,63010,N,0,,N,0,,Y,0,,N,0,7.55
R6QA7MOGZ6TD23RSELWT3S7X,1/2 female x 3/4 male GHT,"Outlet 1/2"" FNPT x 3/4"" MGHT",Regular,,63010,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,7.55,,Y,Y,,Y,,,,5.29,Tucker,63010,N,0,,N,0,,Y,0,,N,0,7.55
Z2JOB3JNALCXRCSVJ4KQT75P,1/2 FNPT Line Strainer 80mesh,1/2 FNPT Line Strainer 80mesh,Regular,,62039,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,39.66,,Y,Y,,Y,N,,,27.77,Tucker,62039,N,0,,N,0,,Y,0,,N,0,39.66
G4CNGLI23H7RWDIAVXYAMRUH,1/2 hp Motor Dual Phase,1/2 hp Motor Dual Phase,Regular,,12023,1/2 hp Motor Dual Phase | Official Tucker SKU: 12023 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,1/2 hp Motor Dual Phase | Catalog | AZ Cleaning Supplies,1/2 hp Motor Dual Phase. Category: Catalog. Vendor code: 12023. Available at AZ Cleaning Supplies.,1-2-hp-motor-dual-phase,,Hidden,Physical good,,1/2 hp Motor Dual Phase | Catalog | AZ Cleaning Supplies,1/2 hp Motor Dual Phase. Category: Catalog. Vendor code: 12023. Available at AZ Cleaning Supplies.,N,N,N,N,444.16,,Y,,N,,,,,310.91,Tucker,12023,N,0,,N,0,,Y,0,,N,0,444.16
IPBTG2L3C5O3IDSX7FRMN5LW,1/2 hp Motor Dual Phase,1/2 hp Motor Dual Phase,,,12023,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,413.69,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
XJE3H56WBLYQOKI5CCUOIEQO,1/2 hp Motor Dual Phase,1/2 hp Motor Dual Phase,Regular,,12023,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,444.16,,Y,Y,,Y,,,,310.91,Tucker,12023,N,0,,N,0,,Y,0,,N,0,444.16
B53IQTQBHCDZ2DLCYUQK77CD,1/2 male thread x 1/2 PTF Metal,1/2 male thread x 1/2 PTF Metal,Regular,,62002-M,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,9.57,,Y,,,,,,,6.70,Tucker,62002-M,N,0,,N,0,,Y,0,,N,0,9.57
JF5JDSHYTDMVXATCL7RABR4N,1/2 male thread x 1/2 PTF Metal,1/2 male thread x 1/2 PTF Metal,Regular,,62002-M,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,9.57,,Y,Y,,Y,,,,6.70,Tucker,62002-M,N,0,,N,0,,Y,0,,N,0,9.57
2DQBNOVNHWL7I6CXADICBVBP,1/2 male thread x 1/2 PTF Plastic,1/2 male thread x 1/2 PTF Plastic,Regular,,62002-P,"This fitting is used on nearly all our water fed pole systems. Works with our 1/2"" Tuff tubing. If you are replacing a filter housing you will also need these fittings for the inlets and outlets of the housing. 1/2"" male pipe thread x 1/2"" push to fit","Tucker, Tucker > Catalog",Tucker,1/2 male thread x 1/2 PTF Plastic | Catalog | AZ Cleaning Supplies,"This fitting is used on nearly all our water fed pole systems. Works with our 1/2"" Tuff tubing. If you are replacing a filter housing you will also need...",1-2-mpt-x-1-2-ptf-plastic,,Hidden,Physical good,1.001,1/2 male thread x 1/2 PTF Plastic | Catalog | AZ Cleaning Supplies,"This fitting is used on nearly all our water fed pole systems. Works with our 1/2"" Tuff tubing. If you are replacing a filter housing you will also need...",N,N,N,N,9.57,,Y,Y,N,Y,,,,6.70,Tucker,62002-P,N,0,,N,0,,Y,0,,N,0,9.57
BMFXPOHYYPWBCAJRV5OV2VJ3,1/2 male thread x 1/2 PTF Plastic,1/2 male thread x 1/2 PTF Plastic,Regular,,62002-P,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,9.57,,Y,,,,,,,6.70,Tucker,62002-P,N,0,,N,0,,Y,0,,N,0,9.57
JWZ5EIKRRUSPFFVO37TZXU2Z,1/2 male thread x 1/2 PTF Plastic,1/2 male thread x 1/2 PTF Plastic,,,62002-P,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,11.85,,Y,,,,,,,,Tucker,,Y,4,,,,,N,0,,,,
BQWTVQKBXEPLD7AUEP7TP6V5,1/2 male thread x 3/4 male GHT Brass,"1/2"" MNPT x 3/4"" MGHT",Regular,,63008,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,11.47,,Y,Y,,Y,,,,8.03,Tucker,63008,N,0,,N,0,,Y,0,,N,0,11.47
ISPS57ETMNGVHXTPBKD7YMGK,1/2 male thread x 3/4 male GHT Brass,"1/2"" MNPT x 3/4"" MGHT",Regular,,63008,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,11.47,,Y,,,,,,,8.03,Tucker,63008,N,0,,N,0,,Y,0,,N,0,11.47
JNRMCIZRYQ5XXGIIZBEOHU3I,1/2 Male Thread x 3/8 PTF,1/2 Male Thread x 3/8 PTF,Regular,,62028,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,8.19,,Y,Y,,Y,,,,5.74,Tucker,62028,N,0,,N,0,,Y,0,,N,0,8.19
YEOF3MD7YWPFI47QSWNQ2T22,1/2 Male Thread x 3/8 PTF,1/2 Male Thread x 3/8 PTF,Regular,,62028,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,8.19,,Y,,,,,,,5.74,Tucker,62028,N,0,,N,0,,Y,0,,N,0,8.19
PJ2ABN3LAQC2JH455PN4DJ23,1/2 male x 3/8 ptf elbow reducer GAM,1/2 male x 3/8 ptf elbow reducer GAM,Regular,,62013,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,4.79,,Y,,,,N,,,3.35,Tucker,62013,N,0,,N,0,,Y,0,,N,0,4.79
RVBXBIUXCSAG27GBGUQUGALC,1/2 male x 3/8 ptf elbow reducer GAM,1/2 male x 3/8 ptf elbow reducer GAM,Regular,,62013,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,4.79,,Y,,,,N,,,3.35,Tucker,62013,N,0,,N,0,,Y,0,,N,0,4.79
2ARDIQQGR52JGQF7QHRCBFRL,1/2 MPT 90 degree Steel Elbow,,Regular,,55008,90 MPT x MPT Elbow Steel 1/2,"Manatee, Parts",Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,7.50,,Y,,N,,,,,4.86,Manatee,,Y,2,,,,,N,0,,,,
OWWAOXLEYPLEPEQES6P2VYIY,1/2 MPT X FGH Swivel,"1/2"" MPT X FGH Swivel Inlet",,,63032,"Need a new inlet fitting for your Tucker® system? This is utilized on the Tucker® RO/DI and Tucker® DI Systems. 1/2"" male NPT x 3/4"" female garden hose swivel. This is the inlet on the blue and clear carbon housing.","Tucker, Tucker > Catalog",Tucker,"1/2"" MPT X FGH Swivel Inlet | Catalog | AZ Cleaning Supplies","Need a new inlet fitting for your Tucker® system? This is utilized on the Tucker® RO/DI and Tucker® DI Systems. 1/2"" male NPT x 3/4"" female garden hose...",1-2-mpt-x-fgh-swivel-inlet,,Hidden,Physical good,,"1/2"" MPT X FGH Swivel Inlet | Catalog | AZ Cleaning Supplies","Need a new inlet fitting for your Tucker® system? This is utilized on the Tucker® RO/DI and Tucker® DI Systems. 1/2"" male NPT x 3/4"" female garden hose...",N,N,N,N,18.24,,Y,,N,,,,,,Tucker,,Y,0,,,,,N,0,,,,
VNCCE6VPOBPNY7H2Q6NAEEJS,1/2 MPT X FGH Swivel,"1/2"" MPT X FGH Swivel Inlet",Regular,,63032,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,16.47,,Y,,,,,,,11.53,Tucker,63032,N,0,,N,0,,Y,0,,N,0,16.47
NXLLCOBYBUYEYZGZJGBTFRQ5,1/2 NPT x 1/2 Barb,1/2 NPT x 1/2 Barb,Regular,,62035,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,5.28,,Y,Y,,Y,N,,,3.70,Tucker,62035,N,0,,N,0,,Y,0,,N,0,5.28
4WQTIQMOGXBXCUWDHCF4UYGG,1/2 NPT x 1/2 Barb..,,,,12003-a,,Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,7.89,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
GVWXFRQYAU5KILYFWHHZJU2G,1/2 Plug for PTF,1/2 Plug for PTF,,,20008,1/2 Plug for PTF | Official Tucker SKU: 62003 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,1/2 Plug for PTF | Catalog | AZ Cleaning Supplies,1/2 Plug for PTF. Category: Catalog. Vendor code: 62003. Available at AZ Cleaning Supplies.,1-2-plug-for-ptf,,Hidden,Physical good,,1/2 Plug for PTF | Catalog | AZ Cleaning Supplies,1/2 Plug for PTF. Category: Catalog. Vendor code: 62003. Available at AZ Cleaning Supplies.,N,N,N,N,5.53,,Y,,N,,,,,,Tucker,,Y,0,,,,,N,0,,,,
QUCFSGHDI26ICMJYVLOK6E3J,1/2 Plug for PTF,1/2 Plug for PTF,Regular,,62003,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.73,,Y,,,,,,,1.91,Tucker,62003,N,0,,N,0,,Y,0,,N,0,2.73
CONNPVKIBB3ZTJZZ4BC7HGSN,1/2 PTF Bulkhead,1/2 PTF Bulkhead,,,60027-11,1/2 PTF Bulkhead | Official Tucker SKU: 62038 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,1/2 PTF Bulkhead | Catalog | AZ Cleaning Supplies,1/2 PTF Bulkhead. Category: Catalog. Vendor code: 62038. Available at AZ Cleaning Supplies.,1-2-ptf-bulkhead,,Hidden,Physical good,,1/2 PTF Bulkhead | Catalog | AZ Cleaning Supplies,1/2 PTF Bulkhead. Category: Catalog. Vendor code: 62038. Available at AZ Cleaning Supplies.,N,N,N,N,20.51,,Y,,N,,,,,,Tucker,,Y,0,,,,20.51,Y,0,,,,20.51
FY2YB3NM7A77YAMIESXPPKTF,1/2 PTF Bulkhead,1/2 PTF Bulkhead,Regular,,62038,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,18.94,,Y,,,,,,,13.26,Tucker,62038,N,0,,N,0,,Y,0,,N,0,18.94
OXAIORGQSN5XQVSSQERNMCBE,1/2 x 1/2 PTF 90deg Elbow,1/2 x 1/2 inch 90 degree elbow,Regular,,62018,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,0.624,,,,,,,15.82,,Y,,,,N,,,11.08,Tucker,62018,N,0,,N,0,,Y,0,,N,0,15.82
E6DQ3K63Q4IT2CB3QVGOF723,1/2 x 1/2 Tee w/ 1/4 female thread,1/2 x 1/2 Tee w/1/4 female thread,Regular,,62005-TH,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,0.099,,,,,,,9.57,,Y,,,,N,,,6.70,Tucker,62005-TH,N,0,,N,0,,Y,0,,N,0,9.57
LGLT5EM2XJHTDGWL3PYIQHYM,1/2 x 1/2 Tee w/1/4 female thread,,,,63005,,Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,11.85,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
ZNSGZMSZTHGJ3VHGRVE44ELD,1/2 x 1/4 Hex Bushing,1/2 x 1/4 Hex Bushing,Regular,,63018,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,2.40,,Y,,,,,,,1.68,Tucker,63018,N,0,,N,0,,Y,0,,N,0,2.40
7Q6DLBJEAJUOHRWWHPTUUTD4,1/2 x 1/4 Hex Bushing,1/2 x 1/4 Hex Bushing,,,63020,1/2 x 1/4 Hex Bushing | Official Tucker SKU: 63018 | Category: Catalog,"Tucker, Tucker > Catalog",Tucker,1/2 x 1/4 Hex Bushing | Catalog | AZ Cleaning Supplies,1/2 x 1/4 Hex Bushing. Category: Catalog. Vendor code: 63018. Available at AZ Cleaning Supplies.,1-2-x-1-4-hex-bushing,,Hidden,Physical good,,1/2 x 1/4 Hex Bushing | Catalog | AZ Cleaning Supplies,1/2 x 1/4 Hex Bushing. Category: Catalog. Vendor code: 63018. Available at AZ Cleaning Supplies.,N,N,N,N,5.23,,Y,,N,,,,,,Tucker,,Y,0,,,,,N,0,,,,
4FIJYPITFLB7G4QJAFYLF5I5,1/2 X 3/8 HEX NIPPLE,,Regular,,540486,1/2 X 3/8 HEX NIPPLE,"Manatee, Parts",Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,7.50,,Y,,N,,,,,2.57,Manatee,,Y,8,,,,,N,0,,,,
QQDABKXP7L6OIPKHELQ5N5MV,1/2 x 3/8 PTF Tee,1/2 x 3/8 PTF Tee,Regular,,62005,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,9.57,,Y,,,,N,,,6.70,Tucker,62005,N,0,,N,0,,Y,0,,N,0,9.57
